,phonemes,overlap / correlation
771,"['b', 'ǰ']",0.26
772,"['b', 'š']",-0.14
773,"['b', 'ž']",0.14
774,"['b', 'k']",0.08
775,"['b', 'g']",0.35
776,"['b', 'x']",-0.05
777,"['b', 'ŋ']",0.26
778,"['b', 'h']",-0.21
779,"['b', 'kʷ']",0.15
780,"['b', 'gʷ']",0.41
781,"['b', 'xʷ']",0.02
782,"['f', 'v']",0.83
783,"['f', 'm']",0.22
784,"['f', 't']",0.4
785,"['f', 'd']",0.22
786,"['f', 'θ']",0.61
787,"['f', 'ð']",0.45
788,"['f', 'n']",0.07
789,"['f', 's']",0.83
790,"['f', 'z']",0.68
791,"['f', 'c']",0.61
792,"['f', 'č']",0.22
793,"['f', 'ǰ']",0.07
794,"['f', 'š']",0.45
795,"['f', 'ž']",0.3
796,"['f', 'k']",-0.04
797,"['f', 'g']",-0.18
798,"['f', 'x']",0.2
799,"['f', 'ŋ']",-0.3
800,"['f', 'h']",0.16
801,"['f', 'kʷ']",0.01
802,"['f', 'gʷ']",-0.13
803,"['f', 'xʷ']",0.23
804,"['v', 'm']",0.45
805,"['v', 't']",0.26
806,"['v', 'd']",0.45
807,"['v', 'θ']",0.45
808,"['v', 'ð']",0.63
809,"['v', 'n']",0.27
810,"['v', 's']",0.63
811,"['v', 'z']",0.83
812,"['v', 'c']",0.45
813,"['v', 'č']",0.07
814,"['v', 'ǰ']",0.27
815,"['v', 'š']",0.27
816,"['v', 'ž']",0.46
817,"['v', 'k']",-0.15
818,"['v', 'g']",0.06
819,"['v', 'x']",0.06
820,"['v', 'ŋ']",-0.1
821,"['v', 'h']",0.05
822,"['v', 'kʷ']",-0.12
823,"['v', 'gʷ']",0.07
824,"['v', 'xʷ']",0.07
825,"['m', 't']",0.4
826,"['m', 'd']",0.61
827,"['m', 'θ']",0.22
828,"['m', 'ð']",0.45
829,"['m', 'n']",0.83
830,"['m', 's']",0.07
831,"['m', 'z']",0.3
832,"['m', 'c']",0.22
833,"['m', 'č']",-0.16
834,"['m', 'ǰ']",0.07
835,"['m', 'š']",-0.3
836,"['m', 'ž']",-0.07
837,"['m', 'k']",-0.04
838,"['m', 'g']",0.2
839,"['m', 'x']",-0.18
840,"['m', 'ŋ']",0.45
841,"['m', 'h']",-0.3
842,"['m', 'kʷ']",0.01
843,"['m', 'gʷ']",0.23
844,"['m', 'xʷ']",-0.13
845,"['t', 'd']",0.81
846,"['t', 'θ']",0.81
847,"['t', 'ð']",0.66
848,"['t', 'n']",0.66
849,"['t', 's']",0.66
850,"['t', 'z']",0.54
851,"['t', 'c']",0.81
852,"['t', 'č']",0.4
853,"['t', 'ǰ']",0.26
854,"['t', 'š']",0.26
855,"['t', 'ž']",0.14
856,"['t', 'k']",0.08
857,"['t', 'g']",-0.05
858,"['t', 'x']",-0.05
859,"['t', 'ŋ']",-0.14
860,"['t', 'h']",-0.21
861,"['t', 'kʷ']",0.15
862,"['t', 'gʷ']",0.02
863,"['t', 'xʷ']",0.02
864,"['d', 'θ']",0.61
865,"['d', 'ð']",0.83
866,"['d', 'n']",0.83
867,"['d', 's']",0.45
868,"['d', 'z']",0.68
869,"['d', 'c']",0.61
870,"['d', 'č']",0.22
871,"['d', 'ǰ']",0.45
872,"['d', 'š']",0.07
873,"['d', 'ž']",0.3
874,"['d', 'k']",-0.04
875,"['d', 'g']",0.2
876,"['d', 'x']",-0.18
877,"['d', 'ŋ']",0.07
878,"['d', 'h']",-0.3
879,"['d', 'kʷ']",0.01
880,"['d', 'gʷ']",0.23
881,"['d', 'xʷ']",-0.13
882,"['θ', 'ð']",0.83
883,"['θ', 'n']",0.45
884,"['θ', 's']",0.83
885,"['θ', 'z']",0.68
886,"['θ', 'c']",0.61
887,"['θ', 'č']",0.22
888,"['θ', 'ǰ']",0.07
889,"['θ', 'š']",0.45
890,"['θ', 'ž']",0.3
891,"['θ', 'k']",-0.04
892,"['θ', 'g']",-0.18
893,"['θ', 'x']",0.2
894,"['θ', 'ŋ']",-0.3
895,"['θ', 'h']",0.16
896,"['θ', 'kʷ']",0.01
897,"['θ', 'gʷ']",-0.13
898,"['θ', 'xʷ']",0.23
899,"['ð', 'n']",0.63
900,"['ð', 's']",0.63
901,"['ð', 'z']",0.83
902,"['ð', 'c']",0.45
903,"['ð', 'č']",0.07
904,"['ð', 'ǰ']",0.27
905,"['ð', 'š']",0.27
906,"['ð', 'ž']",0.46
907,"['ð', 'k']",-0.15
908,"['ð', 'g']",0.06
909,"['ð', 'x']",0.06
910,"['ð', 'ŋ']",-0.1
911,"['ð', 'h']",0.05
912,"['ð', 'kʷ']",-0.12
913,"['ð', 'gʷ']",0.07
914,"['ð', 'xʷ']",0.07
915,"['n', 's']",0.27
916,"['n', 'z']",0.46
917,"['n', 'c']",0.45
918,"['n', 'č']",0.07
919,"['n', 'ǰ']",0.27
920,"['n', 'š']",-0.1
921,"['n', 'ž']",0.1
922,"['n', 'k']",-0.15
923,"['n', 'g']",0.06
924,"['n', 'x']",-0.3
925,"['n', 'ŋ']",0.27
926,"['n', 'h']",-0.4
927,"['n', 'kʷ']",-0.12
928,"['n', 'gʷ']",0.07
929,"['n', 'xʷ']",-0.28
930,"['s', 'z']",0.83
931,"['s', 'c']",0.83
932,"['s', 'č']",0.45
933,"['s', 'ǰ']",0.27
934,"['s', 'š']",0.63
935,"['s', 'ž']",0.46
936,"['s', 'k']",-0.15
937,"['s', 'g']",-0.3
938,"['s', 'x']",0.06
939,"['s', 'ŋ']",-0.46
940,"['s', 'h']",0.05
941,"['s', 'kʷ']",-0.12
942,"['s', 'gʷ']",-0.28
943,"['s', 'xʷ']",0.07
944,"['z', 'c']",0.68
945,"['z', 'č']",0.3
946,"['z', 'ǰ']",0.46
947,"['z', 'š']",0.46
948,"['z', 'ž']",0.63
949,"['z', 'k']",-0.25
950,"['z', 'g']",-0.06
951,"['z', 'x']",-0.06
952,"['z', 'ŋ']",-0.27
953,"['z', 'h']",-0.05
954,"['z', 'kʷ']",-0.25
955,"['z', 'gʷ']",-0.07
956,"['z', 'xʷ']",-0.07
957,"['c', 'č']",0.61
958,"['c', 'ǰ']",0.45
959,"['c', 'š']",0.45
960,"['c', 'ž']",0.3
961,"['c', 'k']",-0.04
962,"['c', 'g']",-0.18
963,"['c', 'x']",-0.18
964,"['c', 'ŋ']",-0.3
965,"['c', 'h']",-0.3
966,"['c', 'kʷ']",0.01
967,"['c', 'gʷ']",-0.13
968,"['c', 'xʷ']",-0.13
969,"['č', 'ǰ']",0.83
970,"['č', 'š']",0.83
971,"['č', 'ž']",0.68
972,"['č', 'k']",0.37
973,"['č', 'g']",0.2
974,"['č', 'x']",0.2
975,"['č', 'ŋ']",0.07
976,"['č', 'h']",-0.3
977,"['č', 'kʷ']",0.39
978,"['č', 'gʷ']",0.23
979,"['č', 'xʷ']",0.23
980,"['ǰ', 'š']",0.63
981,"['ǰ', 'ž']",0.83
982,"['ǰ', 'k']",0.25
983,"['ǰ', 'g']",0.43
984,"['ǰ', 'x']",0.06
985,"['ǰ', 'ŋ']",0.27
986,"['ǰ', 'h']",-0.4
987,"['ǰ', 'kʷ']",0.25
988,"['ǰ', 'gʷ']",0.43
989,"['ǰ', 'xʷ']",0.07
990,"['š', 'ž']",0.83
991,"['š', 'k']",0.25
992,"['š', 'g']",0.06
993,"['š', 'x']",0.43
994,"['š', 'ŋ']",-0.1
995,"['š', 'h']",0.05
996,"['š', 'kʷ']",0.25
997,"['š', 'gʷ']",0.07
998,"['š', 'xʷ']",0.43
999,"['ž', 'k']",0.15
1000,"['ž', 'g']",0.3
1001,"['ž', 'x']",0.3
1002,"['ž', 'ŋ']",0.1
1003,"['ž', 'h']",-0.05
1004,"['ž', 'kʷ']",0.12
1005,"['ž', 'gʷ']",0.28
1006,"['ž', 'xʷ']",0.28
1007,"['k', 'g']",0.82
1008,"['k', 'x']",0.82
1009,"['k', 'ŋ']",0.65
1010,"['k', 'h']",-0.27
1011,"['k', 'kʷ']",0.82
1012,"['k', 'gʷ']",0.68
1013,"['k', 'xʷ']",0.68
1014,"['g', 'x']",0.63
1015,"['g', 'ŋ']",0.8
1016,"['g', 'h']",-0.36
1017,"['g', 'kʷ']",0.63
1018,"['g', 'gʷ']",0.84
1019,"['g', 'xʷ']",0.48
1020,"['x', 'ŋ']",0.43
1021,"['x', 'h']",0.1
1022,"['x', 'kʷ']",0.63
1023,"['x', 'gʷ']",0.48
1024,"['x', 'xʷ']",0.84
1025,"['ŋ', 'h']",-0.4
1026,"['ŋ', 'kʷ']",0.62
1027,"['ŋ', 'gʷ']",0.78
1028,"['ŋ', 'xʷ']",0.43
1029,"['h', 'kʷ']",-0.13
1030,"['h', 'gʷ']",-0.23
1031,"['h', 'xʷ']",0.21
1032,"['kʷ', 'gʷ']",0.84
1033,"['kʷ', 'xʷ']",0.84
1034,"['gʷ', 'xʷ']",0.66
